Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,DE
IRF2BPL,1412.751232,-0.005622371,0.071667804,0.006123608,0.022732644,FALSE
BANP,78.49785628,-0.005620478,0.126604547,0.840649435,0.885748653,FALSE
IFNAR1,311.7483954,-0.00560378,0.085119481,0.052697005,0.12114696,FALSE
GNL3L,232.6923598,-0.005595819,0.10239297,0.845988208,0.889264675,FALSE
WDR18,399.946692,-0.005531939,0.074934456,0.155958557,0.269496594,FALSE
RFXANK,43.78636673,-0.005454874,0.152356,0.286822565,0.418617314,FALSE
RPL13A,22432.99746,-0.005418968,0.043736446,1.83E-05,0.000170469,FALSE
WDR77,172.7501997,-0.005412796,0.108184921,0.000323721,0.001966143,FALSE
AP2A2-2,46.8079727,-0.005398947,0.145797511,0.619956535,0.717448695,FALSE
ITIH6,0.203249045,-0.005384959,0.254692228,0.997539868,0.997967767,FALSE
TADA1,139.419195,-0.005352743,0.125476058,0.510192945,0.626509146,FALSE
PHF23,246.6277072,-0.005324739,0.097658229,0.022087557,0.062184895,FALSE
BACH1,152.9724901,-0.005293178,0.122830016,0.425212002,0.549266515,FALSE
C2CD2,360.5734869,-0.005286032,0.086695372,0.053556364,0.122668137,FALSE
HYAL2,114.9508843,-0.00528073,0.135928976,0.00012746,0.000900129,FALSE
FOSB,70.97777687,-0.005226522,0.221573618,1.47E-15,1.34E-13,FALSE
PPDPF,30877.04116,-0.005129449,0.070431181,2.74E-06,3.37E-05,FALSE
EPHB4,234.300253,-0.005092844,0.099328614,0.101276517,0.197002271,FALSE
CD81,2548.230889,-0.005007035,0.051846859,8.25E-05,0.000617822,FALSE
A1BG,52.33247884,-0.004971289,0.167621493,0.004849372,0.018881381,FALSE
RRP1,88.32414076,-0.004961915,0.138264669,0.953211055,0.966821634,FALSE
SMIM7,717.9112292,-0.004846048,0.069828355,0.448911487,0.571804378,FALSE
DMAC2L,83.29785304,-0.004837684,0.143299643,0.697336306,0.777977804,FALSE
ATL3,1747.091636,-0.004744009,0.056803932,0.001796625,0.008392946,FALSE
CUL4A,822.9934539,-0.004738118,0.06985186,0.400760051,0.527021499,FALSE
IQCE,58.57464207,-0.004735389,0.160812462,0.258343798,0.389289177,FALSE
RNF14,779.5205392,-0.004656915,0.061238515,0.632139186,0.727495508,FALSE
TMEM44,30.40234665,-0.004642023,0.184030967,0.366003438,0.495227102,FALSE
TMEM161A,170.5233436,-0.004632989,0.105629772,0.065379091,0.142538335,FALSE
RNF169,43.77665308,-0.004278238,0.181936339,0.376972957,0.505647839,FALSE
ASPHD1,41.51809086,-0.004247154,0.155801235,0.497670088,0.615669573,FALSE
RSAD1,136.9176493,-0.004195468,0.124911529,0.745845057,0.814180733,FALSE
CLDN12,138.0599914,-0.004159816,0.120703317,0.319032542,0.448771801,FALSE
ELF4,193.3692095,-0.004060525,0.109162615,0.4556171,0.577507055,FALSE
OSGIN2,173.08831,-0.003982244,0.103218753,0.263555583,0.395291003,FALSE
FHL3,51.00164865,-0.003960646,0.146074542,0.4503621,0.573260749,FALSE
TPM4,19583.23895,-0.003857044,0.053079353,0.909950564,0.935310789,FALSE
GSTM3,380.0915061,-0.003825889,0.094348032,0.357357378,0.48732451,FALSE
SAMD9,280.4277699,-0.00381395,0.110680992,0.505428164,0.622378477,FALSE
ZNF487,34.75644424,-0.00381003,0.161550093,0.04804453,0.11314541,FALSE
ZNF768,212.7452924,-0.003801039,0.107644347,0.937173447,0.955089697,FALSE
BCL7C,54.39419236,-0.003761487,0.149788813,0.737646799,0.807688613,FALSE
CTBP2,467.3121921,-0.003727049,0.083954017,0.016462595,0.049366618,FALSE
MSANTD4,204.8607237,-0.003668423,0.112913122,0.45099964,0.573680889,FALSE
ALKBH5,319.5570492,-0.003626046,0.09766648,0.104949202,0.202454736,FALSE
LRRN4CL,47.58977294,-0.003607837,0.15858974,0.123949734,0.228523135,FALSE
C20orf96,62.61820617,-0.003550969,0.140667776,0.323234562,0.45283905,FALSE
ST20-AS1,21.32442534,-0.003547992,0.195454147,0.36287729,0.492118366,FALSE
SLC39A13,821.6569476,-0.003531318,0.07329777,0.012733687,0.040323341,FALSE
STAU2,219.4774861,-0.003473921,0.109709398,0.723300351,0.797974098,FALSE
RAB11B-AS1,154.5653575,-0.003471166,0.111078537,0.021954944,0.061906803,FALSE
SPDL1,152.3848751,-0.003464783,0.135248374,0.058119689,0.130273566,FALSE
TRAPPC10,66.6399003,-0.003448169,0.143297058,0.795276093,0.852381741,FALSE
CNTRL,41.53997701,-0.003344558,0.166733729,0.798514075,0.854968186,FALSE
PPP3CC,78.09479901,-0.003325477,0.128184184,0.039203811,0.096543001,FALSE
MXRA7,650.3702235,-0.003225433,0.078951336,0.003442499,0.01434349,FALSE
SLFN5,686.8108558,-0.003217182,0.078562795,1.13E-05,0.000112539,FALSE
PEX16,109.2841733,-0.003171023,0.13268217,0.056033614,0.126816492,FALSE
UBR5,321.4632036,-0.003160331,0.090566233,0.117067068,0.219168909,FALSE
GPC1,353.4145509,-0.003156904,0.101480531,0.39952217,0.52613528,FALSE
ZNF18,60.29321971,-0.003056953,0.139161624,0.254794952,0.385123478,FALSE
RIMS1,67.23099744,-0.002939433,0.157058818,0.315224837,0.445121963,FALSE
GTF3C1,217.4122872,-0.002920838,0.117417334,0.026895518,0.072266212,FALSE
KBTBD6,150.6566516,-0.002918161,0.128289493,0.340751911,0.470317293,FALSE
ZNF180,36.4415414,-0.002909909,0.168396569,0.022406527,0.062923084,FALSE
POGLUT3,416.1673603,-0.002893032,0.089551203,0.679668329,0.764667853,FALSE
HEXD,32.7174756,-0.002892437,0.173581508,0.423751665,0.548203657,FALSE
CFAP68,120.4750541,-0.002773325,0.129534776,0.402261626,0.528549114,FALSE
MARVELD1,1681.55818,-0.002655818,0.0682005,1.04E-05,0.000105511,FALSE
UBE3B,354.7110856,-0.002612417,0.090295947,0.420215559,0.544849333,FALSE
DDX59,76.06248988,-0.002544675,0.136227663,0.220072307,0.346565589,FALSE
TMEM9B,663.2654662,-0.002397704,0.064326716,0.522871008,0.637545894,FALSE
PFAS,67.28560485,-0.002379754,0.140867851,0.004120738,0.016495439,FALSE
TRNL1,2909.051122,-0.002311431,0.129446047,0.119662305,0.222465054,FALSE
RHBDF1,210.0968039,-0.002231633,0.096941293,0.671668823,0.758050579,FALSE
INO80,176.6585633,-0.002198011,0.125262161,0.738886365,0.808693556,FALSE
GOLGA7,737.1510117,-0.002167775,0.069287972,0.066081148,0.14363258,FALSE
VPS35,876.3845666,-0.002103274,0.062007965,0.480958596,0.599928165,FALSE
CCDC112,103.9606067,-0.002100541,0.127364092,0.128336151,0.234553785,FALSE
FOCAD,174.0548743,-0.002084584,0.120902463,0.707688528,0.786517307,FALSE
OGFOD3,242.8823786,-0.002057222,0.097755987,0.036086982,0.090594479,FALSE
TDRD3,108.5172221,-0.002044593,0.125144782,0.334375903,0.463694888,FALSE
SHPRH,19.87543206,-0.002007651,0.215192707,0.829450798,0.877417677,FALSE
ZNF844,46.39158979,-0.001981058,0.161998062,0.000739844,0.003957573,FALSE
TRMT10C,135.5399352,-0.001951239,0.118649402,0.219761237,0.346251069,FALSE
TTC38,82.93641505,-0.001946694,0.128657378,0.522543067,0.637312626,FALSE
RETREG2,442.2173688,-0.00186755,0.091630978,0.580247444,0.685119404,FALSE
TMCO1,1755.844134,-0.001800676,0.043744226,0.503351595,0.620469941,FALSE
ZNF8-ERVK3-1,39.29807569,-0.001752097,0.167756716,0.926628987,0.94724105,FALSE
ACLY,957.5679356,-0.00170165,0.060637868,1.19E-12,6.79E-11,FALSE
TLK1,202.9845545,-0.001693108,0.105335459,0.081858365,0.168021272,FALSE
SNAPC2,427.2387445,-0.001618448,0.093440327,0.129266431,0.235348661,FALSE
MT1X,522.9450894,-0.00161048,0.130319368,0.003863074,0.015692233,FALSE
KDSR,631.1371326,-0.001586237,0.086891659,0.117659207,0.219792299,FALSE
SOBP,35.88380361,-0.001577604,0.180580433,0.674736465,0.760219382,FALSE
NOM1,118.8009496,-0.001514158,0.12087115,0.136799285,0.24528167,FALSE
PALB2,66.98805611,-0.001467811,0.151046222,0.078604835,0.16321044,FALSE
RPS8,23434.32469,-0.001453156,0.038045283,7.63E-09,1.92E-07,FALSE
SUN3,55.18683966,-0.001434436,0.159540866,0.560777401,0.66728219,FALSE
G6PD,772.5960882,-0.001392171,0.084465192,0.888294099,0.920217602,FALSE
GATAD2A,417.7396507,-0.001352768,0.097443101,0.312460818,0.442361023,FALSE
SMIM27,108.174613,-0.001339203,0.141046482,0.132890516,0.240119237,FALSE
C2orf49,171.1985526,-0.001324892,0.109206796,0.343125316,0.472684004,FALSE
LINC02885,1.356110934,-0.001323332,0.235835843,0.125871721,0.230971141,FALSE
PI4K2B,92.73451436,-0.001315961,0.138576649,0.287862725,0.419539348,FALSE
CLASRP,191.5925474,-0.00131205,0.108953448,0.239049677,0.367638384,FALSE
SMUG1,156.6017304,-0.00125556,0.106830532,0.226077622,0.353048932,FALSE
TLR3,40.59560167,-0.001180831,0.162046616,0.013166021,0.041355493,FALSE
ATG5,295.9200849,-0.00118055,0.085870327,0.453561145,0.575918323,FALSE
SUSD1,48.79645365,-0.001138859,0.167530722,0.916955705,0.940084317,FALSE
MSTO1,102.9696302,-0.001127201,0.131442473,0.851976591,0.893692699,FALSE
ZSWIM3,29.15670417,-0.001061096,0.177139143,0.89156625,0.922211059,FALSE
RBM34,347.6683896,-0.00104823,0.084751238,0.732948795,0.804796472,FALSE
RBPJ,1379.114989,-0.001017315,0.066589352,0.308389607,0.438161232,FALSE
NACC2,139.06801,-0.000972018,0.110038517,0.251815558,0.382063613,FALSE
MRE11,106.2723846,-0.000966363,0.128904118,0.272230215,0.40446499,FALSE
PPP2R5C,818.2412299,-0.000897327,0.068826944,0.254416408,0.384675959,FALSE
NR1H2,273.4619598,-0.000857995,0.115018218,0.924893,0.945928276,FALSE
SAMD4B,548.3901351,-0.00085707,0.09425569,0.010007975,0.033451954,FALSE
GUCD1,432.1637204,-0.000854841,0.088976996,0.757108252,0.822659181,FALSE
TMED5,281.9359254,-0.000808938,0.093642397,0.235303559,0.363374756,FALSE
BRD8,221.1123986,-0.000806478,0.106442329,0.08117403,0.167316067,FALSE
C4orf33,101.0319398,-0.000768183,0.144102231,0.392650849,0.520397178,FALSE
METTL23,243.0218077,-0.000688295,0.098836307,0.803528426,0.858203184,FALSE
EP300,474.2939659,-0.000674463,0.088880286,0.991477731,0.994141848,FALSE
PANX1,141.1822288,-0.000663415,0.11952777,0.878072254,0.912511486,FALSE
MCM4,542.8162412,-0.000641007,0.096686641,0.000219667,0.001409406,FALSE
WDFY1,907.3954601,-0.000640578,0.065621287,0.026775533,0.072026803,FALSE
TBCC,280.4497051,-0.000623849,0.096000894,0.510983066,0.627167176,FALSE
APTX,312.5091544,-0.000597316,0.085913337,0.163958247,0.279109501,FALSE
ZNF596,44.28479895,-0.000428274,0.1607769,0.001461166,0.007084833,FALSE
AKAP6,63.78411294,-0.000419403,0.153709169,0.788396228,0.847344287,FALSE
TMEM187,118.7183485,-0.000405137,0.129898444,0.845522255,0.888975219,FALSE
TP53,547.5371955,-0.000291321,0.095215381,0.843115388,0.887044486,FALSE
WDFY2,43.7026351,-0.000265932,0.173758592,0.990359012,0.99338577,FALSE
CBX5,372.1120829,-0.000163423,0.096853044,0.47534603,0.59467656,FALSE
EFTUD2,239.9141401,-0.000133441,0.102972009,0.369396632,0.498640021,FALSE
RSPRY1,195.1390163,-0.00012474,0.102035503,0.066001905,0.143560683,FALSE
TMEM167B,288.2381726,-0.000101409,0.090337107,0.060991641,0.135023971,FALSE
EIF3B,394.0893657,-5.45E-05,0.084050574,0.263810847,0.395546672,FALSE
HERPUD1,992.8712586,-3.42E-05,0.06951191,0.354389079,0.484693699,FALSE
MARCOL,2.384914187,0,0.258531044,NA,NA,FALSE
ZBTB37,46.87757118,4.54E-05,0.159852116,0.732730456,0.804761293,FALSE
TRIM66,65.29919277,0.000122666,0.125146828,0.092580979,0.184588151,FALSE
AAGAB,390.5553512,0.000141348,0.09620708,0.065913798,0.143469393,FALSE
CERS5,230.880704,0.000163917,0.097018975,0.042361208,0.102486439,FALSE
ALDH5A1,108.8772325,0.000211724,0.126010729,0.314423065,0.444297602,FALSE
ING5,230.9218674,0.00030917,0.090457414,0.000201467,0.001316688,FALSE
ETFDH,140.3916337,0.000318664,0.116262466,0.480776716,0.59978149,FALSE
SGO2,124.1858835,0.000346045,0.124656437,0.483139785,0.602165805,FALSE
CSAD,30.28398853,0.00034713,0.188286177,0.598994712,0.700412119,FALSE
TTC7A,149.8932291,0.000358586,0.109520019,0.045096344,0.107596878,FALSE
STAG3,39.15588684,0.000394831,0.184254825,0.084367539,0.172111256,FALSE
MSL1,491.6229587,0.000399755,0.089285653,0.071650467,0.152434938,FALSE
TMEM127,444.4897043,0.000403262,0.089685543,0.708754322,0.787326634,FALSE
PDE12,131.5862196,0.000435821,0.122143132,0.005951749,0.022227328,FALSE
BBS12,71.49324632,0.000478839,0.141096794,0.914906056,0.93893007,FALSE
SNX4,186.3994672,0.000486745,0.123242967,0.706978418,0.785821716,FALSE
TBC1D22B,65.16079804,0.000520468,0.156371745,0.407094112,0.533321299,FALSE
PRPF3,283.0235351,0.000540405,0.105221283,0.159530449,0.273778432,FALSE
SEPTIN1,54.79453559,0.000616552,0.159860666,0.409975814,0.535742313,FALSE
UBIAD1,121.8965001,0.000669274,0.14097652,0.071196262,0.151745471,FALSE
TECPR1,110.0474791,0.000846659,0.111150453,0.333723798,0.462957494,FALSE
LAMA2,58.25356744,0.000902293,0.155219524,0.584583376,0.687714794,FALSE
LOC105373780,18.7537568,0.000924222,0.20190241,0.974528347,0.981154215,FALSE
NRBP2,180.1382406,0.00095254,0.115942206,0.060735164,0.134615905,FALSE
LOC105377621,73.20742458,0.00098201,0.145489038,0.143350177,0.254165854,FALSE
PRDX3,932.908779,0.000992146,0.078640615,0.013383419,0.041881245,FALSE
FITM2,107.1070578,0.001122507,0.141635522,0.194331666,0.316481291,FALSE
SNRPB2,1430.714028,0.001135437,0.059198908,0.040163142,0.098419215,FALSE
LOC101928387,22.27518519,0.00119546,0.189008518,0.899807579,0.928368161,FALSE
CSRP1,1588.126139,0.001229601,0.061873464,0.009092866,0.031015484,FALSE
EHBP1L1,37.66212363,0.00131883,0.171865542,0.158652709,0.272712502,FALSE
HOOK2,120.1544883,0.001329352,0.120537355,0.836647017,0.88252827,FALSE
CPT1C,56.77291618,0.001340023,0.147810172,0.502123961,0.619575732,FALSE
PARP11,32.75536097,0.001369404,0.165469887,0.666882086,0.754193597,FALSE
CCNL2,268.9224278,0.001451975,0.081929549,0.614101278,0.712556072,FALSE
TIMM50,223.4407655,0.001574247,0.114110188,0.694128423,0.775736964,FALSE
KIAA0586,105.2616329,0.001608496,0.143824994,0.696260898,0.777242781,FALSE
CTTNBP2NL,292.3571526,0.001666819,0.076332553,0.262908379,0.394580645,FALSE
MAFF,139.4713664,0.001715971,0.123314579,0.019683293,0.056973453,FALSE
RTL6,103.6849761,0.00174462,0.129813351,0.92269055,0.944560533,FALSE
NOTCH2,825.8666182,0.001760664,0.06786227,0.671836444,0.758050579,FALSE
BCAT2,207.8206009,0.0017637,0.111383019,0.073243448,0.155046091,FALSE
ME2,107.8050111,0.00184079,0.124216838,0.36056078,0.490165657,FALSE
NHS,61.3537843,0.001916851,0.153099485,0.577663296,0.68275952,FALSE
PFKL,228.0938801,0.002026753,0.120944808,0.274227806,0.406203748,FALSE
ARL8B,847.8087951,0.002035495,0.073984603,0.013113994,0.041247622,FALSE
MID1IP1,310.6854899,0.002225147,0.109274157,0.214964475,0.34082318,FALSE
SNRPE,2340.804584,0.002264588,0.081886381,0.107826719,0.206430943,FALSE
SH2D4A,165.9061817,0.002273941,0.124199609,0.163564029,0.278750632,FALSE
LSM11,33.68190518,0.002327274,0.167508921,0.886908733,0.919023833,FALSE
SON,1952.888444,0.002352804,0.060705317,0.003595871,0.014849879,FALSE
VAPB,353.0327579,0.002435104,0.088081037,0.494128055,0.612587459,FALSE
SYT14,164.2295123,0.002454242,0.11145003,0.268023556,0.399784111,FALSE
PPA1,410.4115799,0.002567705,0.085056688,0.010729753,0.035293778,FALSE
IFFO2,72.87365866,0.00269152,0.153018191,0.283178877,0.414591297,FALSE
RASAL2-AS1,45.04793791,0.002729279,0.163843277,0.212618178,0.338426034,FALSE
IGFBP7,4490.05724,0.002733584,0.090422602,0.091118192,0.182387629,FALSE
CA11,63.44179348,0.002815279,0.158753911,0.008352625,0.029129583,FALSE
ELOA,155.4177629,0.002821436,0.126324972,0.652273377,0.742623667,FALSE
H4C3,1236.679172,0.002831733,0.188892132,0.026584356,0.071636469,FALSE
DPH1,31.19049777,0.002905287,0.184820566,0.83015917,0.877849692,FALSE
ZNF76,130.3684852,0.002941459,0.133711412,0.854735781,0.89558553,FALSE
GALNT7,56.49816202,0.002960939,0.16500127,0.891310706,0.922048966,FALSE
RBPMS,2411.531568,0.003031075,0.06640994,1.25E-06,1.66E-05,FALSE
TMEM131L,110.053836,0.00307147,0.146638916,0.414782931,0.540057217,FALSE
PACS2,216.0255124,0.003087488,0.10582077,0.860049518,0.900052477,FALSE
GPR89B,61.96240901,0.00311413,0.153908904,0.867763901,0.904594111,FALSE
LRRC58,365.9327906,0.003158761,0.084908,0.998218748,0.998331985,FALSE
ZNF33A,140.8755161,0.003207054,0.130817789,0.303632932,0.434113659,FALSE
DNLZ,64.09364177,0.003268895,0.151007763,0.144471253,0.255647253,FALSE
STX3,71.35396103,0.003280167,0.137299487,0.0776869,0.161844817,FALSE
A4GALT,375.6005434,0.003281725,0.095427943,0.036475508,0.091276829,FALSE
SFI1,42.14584519,0.003358476,0.171967682,0.178656914,0.297836017,FALSE
POLK,213.2033388,0.003373361,0.107546066,0.398118993,0.524887396,FALSE
ZNF821,32.49060392,0.003409557,0.185473045,0.409185351,0.53515914,FALSE
ABHD4,530.4425237,0.00341915,0.115519827,0.000868363,0.004556218,FALSE
RARS1,638.355807,0.00342801,0.074881691,0.391535669,0.519430639,FALSE
TAF12,376.1737395,0.003429456,0.085517631,0.000659428,0.003584966,FALSE
AP3S1,889.6579698,0.003547266,0.075128662,0.828673146,0.876992828,FALSE
DCLRE1B,53.70870151,0.003727144,0.174390272,0.526383706,0.639655281,FALSE
RAPGEF6,170.4726546,0.00375628,0.112419118,0.956290402,0.96822587,FALSE
TMEM186,101.3407816,0.003766661,0.139822623,0.763408815,0.827578734,FALSE
DIAPH3,154.3982083,0.003801124,0.123422809,0.239454863,0.368079488,FALSE
LINC03111,57.39143737,0.003820268,0.16953825,0.559818144,0.666395746,FALSE
SPIRE1,68.90901693,0.003837632,0.146194724,0.687044275,0.770272328,FALSE
GSTM4,99.61031907,0.003996919,0.143624823,0.002668827,0.011713534,FALSE
NSD1,126.6040483,0.004046188,0.120187531,0.54532732,0.655165301,FALSE
CEP89,204.7327677,0.004057911,0.115595069,0.04168985,0.101230714,FALSE
IL4R,341.9474173,0.004100449,0.106940237,0.026253013,0.07097149,FALSE
CNOT11,639.0641022,0.004126556,0.072724265,0.617308275,0.715120936,FALSE
SPACA9,88.93559017,0.004188884,0.140522465,0.130045601,0.236490334,FALSE
ELP4,155.088891,0.004193294,0.107702278,0.866949579,0.904244072,FALSE
STYX,190.1333482,0.004209903,0.095331264,0.045328578,0.108026328,FALSE
KIF20B,176.6689481,0.004248045,0.128395242,0.010258612,0.03409494,FALSE
NMD3,320.1371972,0.004271722,0.090476873,0.254010696,0.384311674,FALSE
EPM2AIP1,297.0208707,0.004406742,0.101608884,0.500565818,0.61825938,FALSE
CRNKL1,232.8133272,0.004584263,0.099825789,0.476702992,0.595814873,FALSE
EIF4H,214.9737635,0.004625298,0.088603641,0.024512979,0.067398049,FALSE
SFXN4,177.6488236,0.004651498,0.107012441,0.326909327,0.456137767,FALSE
SPEG,497.0406712,0.004693611,0.088746051,0.033429051,0.08514242,FALSE
TICAM1,216.8181283,0.004709804,0.107462122,0.33362057,0.462940101,FALSE
XPO4,107.8382943,0.004730016,0.14665344,0.961383854,0.972011485,FALSE
TMEM243,52.8227085,0.004733221,0.148661513,0.012035342,0.038592364,FALSE
GTF2A1,447.3646904,0.004735621,0.082355289,0.873779775,0.909257281,FALSE
FMO4,43.78867628,0.004748315,0.185744284,0.36144403,0.491031215,FALSE
LMAN2,960.5669097,0.004874509,0.051666118,0.107829134,0.206430943,FALSE
CBFA2T2,113.7713613,0.00494064,0.128052323,0.92429951,0.945585056,FALSE
UPF1,209.2232084,0.004950971,0.100152034,0.37781891,0.506564043,FALSE
CTSL,2635.906757,0.004962369,0.061029106,6.14E-12,3.18E-10,FALSE
FICD,32.91369028,0.004985463,0.176181861,0.022873333,0.063868698,FALSE
PPP1R21,152.409408,0.00506116,0.112910208,0.375226309,0.503884588,FALSE
DPP8,386.0795146,0.005124323,0.08076216,0.900834311,0.929324703,FALSE
NEDD1,198.4015579,0.005164806,0.115853545,0.000278736,0.001724355,FALSE
MGAT5,265.1521805,0.00520381,0.092392855,0.083142654,0.170133323,FALSE
MAPK9,233.6389052,0.005224967,0.099807944,0.850100443,0.892481098,FALSE
ANKRD13C-DT,320.0980581,0.00529533,0.100987018,0.252490856,0.382757101,FALSE
AKIP1,427.9870963,0.00537013,0.093535742,0.224960604,0.351828579,FALSE
ZNF771,47.74629787,0.005384006,0.149837949,0.140830685,0.250993241,FALSE
ATP2B1,362.5665979,0.005398429,0.100674389,0.406044536,0.532170479,FALSE
INPP5B,110.115195,0.005402829,0.133907202,0.776488433,0.837053454,FALSE
PMM1,304.1570079,0.005457233,0.089596595,0.188484072,0.309571815,FALSE
EMC2,455.0369434,0.005458338,0.069315217,0.867023607,0.904244072,FALSE
FNIP1,251.0108966,0.005488481,0.101087168,0.977229241,0.983342853,FALSE
NIP7,275.2814112,0.005489688,0.100452567,0.222272019,0.348630548,FALSE
HTATSF1,266.4938022,0.00550665,0.09794518,0.732100347,0.804258612,FALSE
PRPF6,565.797975,0.005759573,0.086206237,0.228294937,0.355612534,FALSE
THYN1,525.9291166,0.005790177,0.089746713,0.161057336,0.275436092,FALSE
ATP5PB,673.0520068,0.005800156,0.072319797,0.053640319,0.122817009,FALSE
NIPAL3,354.2520864,0.005807035,0.095893689,0.484615893,0.603521781,FALSE
DESI2,412.8484579,0.006096298,0.098880934,0.654778673,0.745021374,FALSE
RBL1,93.0180212,0.006125359,0.133930376,0.807799184,0.861547798,FALSE
KHDRBS1,1290.80981,0.006194103,0.061093647,0.524857835,0.63875361,FALSE
STAT5A,302.444119,0.006239472,0.102362377,0.271294649,0.403524838,FALSE
ESD,955.42315,0.0063533,0.064119587,0.477876806,0.597201972,FALSE
UNC119,125.3578347,0.006367824,0.13546519,0.497252416,0.615238995,FALSE
NUDT21,809.0939032,0.006400601,0.068315363,0.76561994,0.828784918,FALSE
SEPTIN2,2524.928943,0.006404493,0.048391423,0.008394017,0.029186652,FALSE
PPM1A,302.8274721,0.006426023,0.088751466,0.645323142,0.73623818,FALSE
PJA1,134.1585157,0.006427748,0.124481902,0.771087634,0.832963934,FALSE
WDR75,362.9412617,0.006431506,0.088687173,0.246225778,0.375640275,FALSE
ACBD6,384.4900608,0.006451399,0.094782835,0.32640317,0.455908845,FALSE
ALKBH2,90.01459425,0.00647339,0.134064994,0.417917127,0.542752538,FALSE
CSTB,3877.391511,0.006508117,0.052173438,0.458466982,0.579858796,FALSE
GLT8D2,341.1638126,0.006635355,0.100899897,0.040587919,0.099102637,FALSE
LOC105369844,132.9288113,0.00672372,0.128320148,0.245932865,0.375438995,FALSE
MAIP1,99.09677739,0.006728853,0.130291871,0.704471151,0.78406244,FALSE
NADK2,68.22257821,0.00673456,0.144196579,0.022146857,0.062325197,FALSE
EBAG9,192.5998455,0.006848394,0.101274066,0.099381925,0.194326971,FALSE
WDR13,218.6991237,0.006864552,0.108720648,0.748941901,0.816319547,FALSE
NFYA,117.2271453,0.006870207,0.126948307,0.519621921,0.634745699,FALSE
EHD2,1434.018973,0.006890453,0.059849357,0.013820296,0.042862214,FALSE
RUFY2,78.77290902,0.006916374,0.149754032,0.160042842,0.274455823,FALSE
COTL1,5245.60593,0.007055687,0.057167417,0.569338037,0.675047306,FALSE
PRRC1,466.2673405,0.007081279,0.076370671,0.011948062,0.038419135,FALSE
SEL1L,540.1683396,0.007153285,0.080042031,0.520574563,0.635410192,FALSE
LGALS3BP,111.5724702,0.00721936,0.117549293,0.288313763,0.419933376,FALSE
TP53I11,43.79284951,0.007249899,0.163062352,0.000239614,0.001512422,FALSE
ZFR,272.651025,0.007315319,0.111888122,0.223868089,0.350531286,FALSE
RABEP1,122.662906,0.007348386,0.132532447,0.400715083,0.527021499,FALSE
MED19,253.3828347,0.007365264,0.108784495,0.593701554,0.696071609,FALSE
SVBP,202.8515954,0.007401639,0.110760673,0.867941032,0.904594111,FALSE
RPL27A,31904.74122,0.007407882,0.052946553,0.000544804,0.003052536,FALSE
SNRNP200,451.6640249,0.007476971,0.077898216,0.098910416,0.193754959,FALSE
TRIM24,58.50151043,0.007504481,0.141511914,0.721160224,0.796366445,FALSE
CZIB,266.2202313,0.007512779,0.089632699,0.048052536,0.11314541,FALSE
ZNF3,69.60726806,0.007521894,0.164473029,0.909034244,0.934683177,FALSE
PPP1R3C,112.0581697,0.007641733,0.135594926,0.001103718,0.005608164,FALSE
ACAT1,550.6462275,0.00769826,0.071006309,0.986537919,0.990146557,FALSE
ATAD2B,43.73195678,0.00774833,0.163585746,0.849132089,0.891636724,FALSE
ETNK1,214.1367907,0.007753811,0.10839053,0.942878722,0.959227437,FALSE
IRF2-DT,29.3488207,0.007767207,0.180454456,0.002431654,0.010797194,FALSE
ANPEP,1829.660996,0.007789195,0.058828067,5.94E-05,0.000463255,FALSE
SH3BP4,1137.648411,0.007910864,0.065973386,0.06774292,0.146222512,FALSE
FBXL7,186.6836239,0.007921808,0.121672512,0.670737838,0.757268945,FALSE
FHIP2A,212.0749366,0.007935767,0.106798072,0.370268889,0.499269416,FALSE
EOGT-DT,33.05333495,0.008050268,0.199386619,0.797283331,0.853748415,FALSE
HPSE,44.11362194,0.008108665,0.165684476,0.115064855,0.21633213,FALSE
MAD2L1BP,213.952825,0.008154113,0.105325702,0.724782322,0.79917471,FALSE
ZNF234,44.59909664,0.008187516,0.1626517,0.060393344,0.133985614,FALSE
LIPA,467.4770227,0.008225617,0.083350158,0.169309071,0.285621035,FALSE
PCGF3,33.10547029,0.008239584,0.179806005,0.990900221,0.993669587,FALSE
TMEM63A,43.89771034,0.008282876,0.157806707,0.462645991,0.583343273,FALSE
RPL8,8923.268997,0.008295598,0.056620476,0.098843656,0.193680417,FALSE
C3orf33,47.2599158,0.008392469,0.14824246,0.720856064,0.796124805,FALSE
TOMM7,6520.469048,0.008400378,0.062355813,0.00978561,0.032873588,FALSE
TTC8,146.6594076,0.008411383,0.123052545,0.219289348,0.345873183,FALSE
ABHD17B,104.0771116,0.008510062,0.113145345,0.175409176,0.293478364,FALSE
NUFIP2,450.8758636,0.008520705,0.084864702,0.226361852,0.353247099,FALSE
MPP3,37.169612,0.008540997,0.1746999,0.969753763,0.977718886,FALSE
ZNF888,24.79479834,0.008616034,0.198652732,0.623637995,0.720217734,FALSE
U2AF2,1588.587599,0.008641491,0.064880425,1.13E-06,1.52E-05,FALSE
DFFB,56.32793731,0.00864967,0.162818589,0.893240124,0.923430531,FALSE
PNKD,381.9815125,0.008656026,0.100145347,0.383518952,0.511705993,FALSE
TTC28-AS1,29.98713617,0.008656875,0.190443122,0.158192676,0.272284036,FALSE
RAP1A,533.6471071,0.008659836,0.075336195,0.70608213,0.785262469,FALSE
