Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,DE
BST1,206.7268304,-0.637079316,0.189356293,0.000185553,0.001233803,FALSE
PBX1,665.8842347,-0.631782928,0.083830605,3.30E-17,3.85E-15,FALSE
HIPK2,1802.197937,-0.630918694,0.089418116,4.35E-18,5.88E-16,FALSE
GKAP1,17.9678545,-0.629604113,0.453310747,0.000419112,0.00244981,FALSE
OFD1,144.2716108,-0.624606558,0.151321445,4.94E-06,5.55E-05,FALSE
C5AR1,359.6787978,-0.62125015,0.176936289,1.87E-12,1.06E-10,FALSE
CD82,575.023409,-0.616981857,0.136296215,3.11E-07,4.99E-06,FALSE
SORT1,1275.419074,-0.614548166,0.094152372,5.15E-11,2.15E-09,FALSE
TTPAL,281.6843084,-0.613920678,0.118925923,3.13E-10,1.11E-08,FALSE
COL4A5,120.4859029,-0.612617623,0.142931168,1.05E-07,1.93E-06,FALSE
RHOBTB3,658.2972784,-0.611868987,0.108230158,5.18E-09,1.37E-07,FALSE
MAP9,101.6161957,-0.608243779,0.273297451,0.004789725,0.018680329,FALSE
TRPM3,143.5211332,-0.60208301,0.181857839,4.54E-05,0.000370307,FALSE
TIPARP,340.552469,-0.600253789,0.134799054,6.30E-10,2.10E-08,FALSE
HEATR6-DT,553.3404274,-0.597024039,0.102287576,3.42E-27,1.52E-24,FALSE
LOC105374007,20.79003132,-0.596851915,0.499151444,0.012410601,0.039555347,FALSE
TCEAL4,2874.494701,-0.595163108,0.087243824,7.19E-12,3.63E-10,FALSE
BTG2,198.0577411,-0.594819344,0.168163439,4.15E-05,0.000342767,FALSE
MME,262.1657075,-0.592348263,0.179139798,2.92E-08,6.23E-07,FALSE
ALPK2,131.8224846,-0.590374045,0.224197282,0.000119278,0.00085072,FALSE
FOXO3,430.6118498,-0.589644683,0.146142546,4.71E-07,7.11E-06,FALSE
EMILIN2,31.0116448,-0.588424685,0.334707361,0.003181274,0.013465566,FALSE
VGLL3,1911.631197,-0.582927179,0.119017098,6.34E-08,1.23E-06,FALSE
IRX3,919.2862067,-0.578320108,0.083014892,9.73E-15,7.96E-13,FALSE
SOD3,328.5630105,-0.576286672,0.118488562,3.17E-09,8.80E-08,FALSE
GLRX,2016.913728,-0.574429333,0.089316552,2.29E-31,1.53E-28,FALSE
SLC2A1,213.9020027,-0.574026857,0.179152592,2.22E-09,6.47E-08,FALSE
GYG2,85.12698598,-0.573817509,0.185808085,4.94E-05,0.00039916,FALSE
MAOA,39.39015708,-0.570019372,0.373631096,0.016907658,0.050363629,FALSE
PDCD4,242.1065044,-0.569342781,0.129914833,2.27E-06,2.85E-05,FALSE
NPR3,343.6191745,-0.561626082,0.123276072,9.61E-07,1.33E-05,FALSE
DOCK4,31.45653633,-0.5584842,0.307661127,0.001812486,0.008452054,FALSE
NRXN2,90.29376253,-0.557369668,0.212654376,6.31E-05,0.000487836,FALSE
DMD,204.2684564,-0.552560738,0.141882196,9.13E-07,1.26E-05,FALSE
CTSF,243.2565963,-0.549860652,0.126025981,1.53E-13,1.08E-11,FALSE
FIBIN,710.6206962,-0.548357277,0.109763087,9.03E-09,2.24E-07,FALSE
NNMT,4160.384966,-0.548131859,0.078209343,8.61E-68,8.03E-64,FALSE
PRR16,267.5320979,-0.547367741,0.129013403,2.65E-08,5.73E-07,FALSE
PCDH9,75.55144096,-0.545672192,0.225225879,4.32E-06,5.00E-05,FALSE
TRAPPC8,78.16910111,-0.542930726,0.209430504,0.000275765,0.001711649,FALSE
CXCL1,30.27621011,-0.541474492,0.358730866,0.003615905,0.01489306,FALSE
CPNE7,207.221252,-0.540470715,0.147827975,2.75E-07,4.47E-06,FALSE
PALM2AKAP2,2391.599348,-0.539036558,0.106939258,4.51E-08,9.11E-07,FALSE
CBX8,103.0987364,-0.538226559,0.189616391,0.000295789,0.001820192,FALSE
CREG1,234.0752194,-0.536697231,0.144288035,5.68E-07,8.37E-06,FALSE
AK4,170.1180105,-0.536148884,0.169886327,0.000114449,0.000822569,FALSE
RECK,489.0485613,-0.531015787,0.101327383,1.22E-12,6.92E-11,FALSE
NDRG1,2375.398075,-0.527798406,0.075258756,3.01E-28,1.41E-25,FALSE
SKP2,115.9854498,-0.525901889,0.200690649,5.46E-05,0.000432954,FALSE
NFIA,473.3182158,-0.524929243,0.122587655,3.87E-09,1.05E-07,FALSE
STC2,12338.81826,-0.52345373,0.069342909,6.27E-24,1.95E-21,FALSE
LOC124900778,32.97671827,-0.522597596,0.404495123,0.000173367,0.001166069,FALSE
IMPA2,68.7001114,-0.521101122,0.2457924,0.003194487,0.013509233,FALSE
SHC3,47.91514601,-0.520198935,0.277268808,0.001541677,0.007386906,FALSE
RGCC,187.3677666,-0.519878627,0.200829769,6.02E-05,0.000468909,FALSE
IKZF2,321.3880386,-0.518985488,0.134414363,5.74E-05,0.000450771,FALSE
RAB30,144.4000307,-0.518872893,0.160692489,4.36E-08,8.84E-07,FALSE
LAMC1,6685.174133,-0.516344167,0.07013213,2.33E-16,2.50E-14,FALSE
SIRPA,492.6806874,-0.514082514,0.118056479,4.80E-06,5.43E-05,FALSE
HSPB1,16138.34305,-0.51306366,0.061733442,9.33E-22,2.35E-19,FALSE
ZNF281,849.8448138,-0.511168647,0.123677427,6.30E-08,1.22E-06,FALSE
RALBP1,1016.377745,-0.509506471,0.112136767,6.17E-06,6.76E-05,FALSE
ARID5B,1237.783968,-0.509231509,0.110901231,2.41E-06,3.02E-05,FALSE
DUSP10,279.9570006,-0.507120926,0.122147484,7.44E-08,1.41E-06,FALSE
ELFN2,85.95701734,-0.506939951,0.220221386,7.84E-07,1.10E-05,FALSE
ZCCHC24,400.601178,-0.50516188,0.134071203,7.09E-05,0.000539834,FALSE
GREM2,432.6164375,-0.503909143,0.182970071,5.75E-13,3.58E-11,FALSE
GGT5,85.14579361,-0.503291529,0.276219358,0.000871354,0.004569344,FALSE
TXNRD1,2498.790975,-0.501291558,0.081661949,4.81E-10,1.67E-08,FALSE
BCL2L1,547.4936493,-0.501011122,0.082765607,6.83E-15,5.84E-13,FALSE
TOB2,841.591791,-0.49789834,0.08543384,7.33E-11,2.97E-09,FALSE
MAP2,277.0416363,-0.49705606,0.123124681,1.57E-11,7.24E-10,FALSE
FBLN5,1808.148686,-0.496794394,0.11373572,3.13E-09,8.75E-08,FALSE
SLC38A2,5092.63962,-0.495199189,0.053245728,5.39E-23,1.52E-20,FALSE
PPIG,657.9240615,-0.494929388,0.139732504,0.000235104,0.001491016,FALSE
RHOB,1157.200709,-0.49492146,0.09192206,1.19E-09,3.76E-08,FALSE
SCAPER,92.91169777,-0.493369962,0.170632223,0.000122844,0.000871488,FALSE
COL8A1,6049.290863,-0.492086631,0.076403473,1.60E-17,1.89E-15,FALSE
RUNX1T1,29.87150633,-0.489538374,0.411060622,0.000145212,0.001007201,FALSE
TNPO1-DT,39.18546977,-0.489217986,0.362593886,0.000149565,0.001032788,FALSE
SESN3,89.42851502,-0.488771228,0.214036084,9.08E-08,1.70E-06,FALSE
TANC2,177.9617287,-0.485007737,0.142304776,2.84E-05,0.000247049,FALSE
NEGR1,291.5381707,-0.484627588,0.129718471,1.41E-05,0.000137758,FALSE
ZMAT3,878.3720354,-0.484400985,0.090315153,3.89E-10,1.36E-08,FALSE
REV3L,681.8714836,-0.482907713,0.104222553,1.78E-09,5.33E-08,FALSE
NUDT3,448.8633444,-0.481442866,0.097988635,3.35E-07,5.35E-06,FALSE
TRIB2,299.3954861,-0.479522523,0.114830356,1.94E-07,3.28E-06,FALSE
DGAT2,30.98140551,-0.479370965,0.338431643,0.000320826,0.001953647,FALSE
SCD5,548.3904902,-0.478517643,0.088619866,5.21E-09,1.37E-07,FALSE
GALNT15,353.2432687,-0.478310915,0.22581064,3.21E-08,6.76E-07,FALSE
NLGN1,130.8103996,-0.476544724,0.187463142,0.007585603,0.026968783,FALSE
MDGA1,66.34549321,-0.475942013,0.219360303,9.70E-05,0.000707963,FALSE
RNF144B,130.9187182,-0.475869609,0.201499371,0.004368874,0.017305077,FALSE
NEXN,3722.05387,-0.475507187,0.121646105,5.78E-07,8.48E-06,FALSE
MCTP1,209.6608428,-0.474744196,0.210876026,0.003350981,0.014037405,FALSE
RASAL2,337.5766066,-0.474526749,0.106030194,4.11E-08,8.38E-07,FALSE
DHCR24,806.7158506,-0.474122251,0.131716245,1.05E-06,1.43E-05,FALSE
PDE3A,118.4912314,-0.473392531,0.157576486,0.000186737,0.001240792,FALSE
MYO1D,765.6545315,-0.47323723,0.084679786,5.99E-16,6.01E-14,FALSE
PLAG1,167.3798925,-0.472222667,0.135105768,2.47E-05,0.000218894,FALSE
TMEM132B,30.94495564,-0.470738491,0.364595966,0.010413302,0.034485515,FALSE
WEE1,196.0671773,-0.470705206,0.122013721,6.08E-07,8.89E-06,FALSE
IRS2,1717.726464,-0.47048918,0.12735766,7.71E-06,8.21E-05,FALSE
GLIS1,67.40682747,-0.469952429,0.218924442,0.000489565,0.00278655,FALSE
MOK,314.3397863,-0.46879629,0.110135449,1.50E-05,0.000145272,FALSE
CPM,620.4382832,-0.468257772,0.110031802,2.50E-05,0.000221366,FALSE
DHTKD1,179.9558665,-0.467604661,0.133550666,0.000257056,0.001607291,FALSE
ASS1,963.1253212,-0.467262453,0.141083434,4.83E-06,5.45E-05,FALSE
RBP4,41.87969388,-0.467012477,0.322221511,0.030450497,0.079217146,FALSE
TYW1B,51.58400947,-0.466863295,0.237372763,0.009522211,0.032220785,FALSE
SCFD2,195.2979081,-0.465504434,0.154568007,6.18E-07,9.00E-06,FALSE
WNT5A,354.2495998,-0.464835522,0.12490244,2.70E-10,9.92E-09,FALSE
MAP4K3,117.9287647,-0.463621338,0.162472767,0.000408584,0.002401083,FALSE
PTGS1,33.71409488,-0.463571644,0.306502982,0.00017259,0.001162707,FALSE
PNRC1,1092.064112,-0.462939311,0.094721972,5.22E-11,2.16E-09,FALSE
DPYD,186.4761011,-0.460693661,0.137141699,0.000427784,0.00248184,FALSE
ADAMTS1,400.2103739,-0.459482848,0.124155886,8.33E-13,5.05E-11,FALSE
ID2,208.5273909,-0.458113791,0.165210055,4.04E-05,0.000336296,FALSE
CEP126,83.17367323,-0.457948789,0.209756174,0.000303137,0.00186173,FALSE
GDAP1,36.96134262,-0.456680748,0.264759736,0.003383823,0.014143226,FALSE
SMAD9,67.65813042,-0.456519704,0.216636736,0.00021883,0.001406936,FALSE
ZNF430,97.46976061,-0.454350829,0.208030628,0.007080552,0.025543104,FALSE
ZKSCAN1,906.2333287,-0.45427102,0.062449187,2.23E-13,1.48E-11,FALSE
PCSK7,197.0585708,-0.454063575,0.207938971,0.003730154,0.01524249,FALSE
ACSL1,139.7758144,-0.453758617,0.161385002,0.000254296,0.001594309,FALSE
ITGB2,178.1357514,-0.453343118,0.14999293,0.000379359,0.002257039,FALSE
PDGFRA,2357.530015,-0.45290965,0.088268292,1.29E-07,2.30E-06,FALSE
FGD4,1068.43113,-0.452782168,0.095584407,2.36E-08,5.21E-07,FALSE
ITGBL1,143.748373,-0.450248716,0.152383259,0.000167304,0.001132637,FALSE
TIMP2,7431.992748,-0.449110629,0.068524523,2.48E-12,1.37E-10,FALSE
AFF3,125.6007813,-0.448933916,0.179471794,0.000194511,0.001277881,FALSE
FZD2,480.9539907,-0.448879064,0.139468642,6.97E-05,0.000532723,FALSE
LOC105376375,94.10713278,-0.44783375,0.180311218,6.83E-08,1.31E-06,FALSE
CACHD1,36.82953482,-0.44721225,0.31691096,0.023394129,0.06491488,FALSE
SPIDR,512.6993792,-0.445951379,0.087271537,5.34E-10,1.81E-08,FALSE
F2R,150.3503973,-0.44520543,0.138580743,1.21E-05,0.000119445,FALSE
KLHL5,1584.269597,-0.443849711,0.091029159,2.44E-09,7.06E-08,FALSE
OSR2,137.6115253,-0.442443583,0.164375192,0.003467969,0.014423844,FALSE
PDCD7,275.6197166,-0.439721379,0.125304621,5.86E-05,0.000458145,FALSE
GRIA3,31.49977244,-0.438771558,0.27662086,0.000783713,0.004163588,FALSE
ZNF468,54.89214778,-0.438632093,0.214806976,0.000998071,0.005141363,FALSE
GLUL,3919.519607,-0.438101482,0.070613627,4.17E-12,2.25E-10,FALSE
REST,205.8384413,-0.437672821,0.140007215,0.000467191,0.002675524,FALSE
DKK1,907.0395523,-0.43525756,0.106081787,3.74E-10,1.31E-08,FALSE
RAB31,3358.136865,-0.434376536,0.076087566,3.58E-15,3.15E-13,FALSE
CEBPB,5975.338742,-0.434197908,0.107937716,2.21E-10,8.17E-09,FALSE
LOC105377862,80.38997844,-0.433948411,0.230619284,0.010989687,0.035935084,FALSE
TCEAL3,1122.440162,-0.433756693,0.084249711,3.61E-08,7.48E-07,FALSE
DNER,227.8829257,-0.432692564,0.136387905,1.10E-10,4.31E-09,FALSE
LAMA4,210.1561772,-0.432670509,0.150136239,0.000244478,0.00154,FALSE
FANCE,137.1014758,-0.432554056,0.184247744,0.012497621,0.039751213,FALSE
WASF1,187.2396118,-0.432304199,0.140513954,0.002801247,0.012160463,FALSE
SNTB1,561.9131965,-0.432165964,0.099890185,2.94E-09,8.29E-08,FALSE
HSD11B1-AS1,42.0677988,-0.430989909,0.333287449,0.027220788,0.072909196,FALSE
AHNAK2,138.0839685,-0.43080547,0.307836846,0.012623918,0.040057323,FALSE
TGFBR3,356.0735448,-0.43076597,0.119122405,7.01E-05,0.000535364,FALSE
HEXA,561.1339461,-0.430608199,0.104421479,3.34E-05,0.000284153,FALSE
FTX,193.1522771,-0.430531195,0.134425589,0.002115475,0.009603821,FALSE
ST3GAL1,557.4178629,-0.430028612,0.128434853,0.000157555,0.001076921,FALSE
JCAD,45.13620889,-0.429860044,0.286554173,0.011591009,0.037506945,FALSE
FGFRL1,640.1496296,-0.429180382,0.09319834,4.95E-10,1.71E-08,FALSE
MAP3K5,195.6716673,-0.429178361,0.131253417,2.06E-05,0.000188155,FALSE
TTF1,129.6435004,-0.427678867,0.164039174,0.00426072,0.016950217,FALSE
STOM,551.2682354,-0.426408845,0.117499574,4.73E-06,5.35E-05,FALSE
SLC2A10,155.3432218,-0.424579189,0.140522277,0.0014745,0.007130955,FALSE
H6PD,513.6495718,-0.423365723,0.104280732,1.80E-05,0.000168204,FALSE
NEK1,127.7667201,-0.422865579,0.148905855,0.00023394,0.001486506,FALSE
AR,609.1927086,-0.421627024,0.090940647,3.71E-12,2.01E-10,FALSE
PSAP,8353.519584,-0.420852286,0.060385888,1.51E-13,1.07E-11,FALSE
ITSN1,431.582852,-0.420287963,0.138382121,0.003608927,0.014883066,FALSE
OLFML3,411.839545,-0.419096877,0.128076444,3.63E-06,4.29E-05,FALSE
EXOG,86.84903219,-0.41808596,0.186941258,0.007527149,0.026822297,FALSE
TCF7L2,143.7742416,-0.417730384,0.152089084,0.000183465,0.001221657,FALSE
WNT2B,72.58890918,-0.414794555,0.209775478,0.000137195,0.00095729,FALSE
RASSF8-AS1,68.99216045,-0.41399382,0.171982666,0.000993853,0.005125294,FALSE
PCYOX1,863.823971,-0.413048371,0.066531462,1.19E-21,2.84E-19,FALSE
CCNG2,395.5525588,-0.412670004,0.108219364,4.70E-13,2.96E-11,FALSE
PIK3C2A,166.9994992,-0.41253573,0.161701176,5.00E-05,0.000402396,FALSE
KCNQ3,32.6471554,-0.412396618,0.302582912,0.001519514,0.007310749,FALSE
HS3ST3B1,159.9677195,-0.412379808,0.15382669,2.24E-07,3.73E-06,FALSE
BCL7A,41.2863919,-0.412255599,0.340701442,0.035222013,0.088807069,FALSE
LOC107986108,30.07128253,-0.412171679,0.326615858,0.020484035,0.058726355,FALSE
TACC1,1025.090824,-0.411369503,0.082800453,9.74E-08,1.81E-06,FALSE
PAM,1653.798541,-0.410092869,0.077662319,3.73E-13,2.39E-11,FALSE
CRISPLD2,66.12608456,-0.409815358,0.24472815,0.007659933,0.027170917,FALSE
CFLAR,603.0426782,-0.409502979,0.127599033,0.000623734,0.00342283,FALSE
SRPX,591.6124853,-0.408990075,0.084379005,1.28E-09,4.00E-08,FALSE
CPLANE1,163.219109,-0.408943322,0.129039835,0.002984304,0.012788503,FALSE
UNG,341.7487255,-0.406507244,0.10015312,2.22E-05,0.000200393,FALSE
GCNT1,632.1521702,-0.406021803,0.086080939,6.52E-07,9.41E-06,FALSE
HSPB3,485.6891109,-0.405310822,0.152756593,1.52E-05,0.000146164,FALSE
IGBP1,583.9663952,-0.404516514,0.089515465,3.88E-07,5.98E-06,FALSE
TPCN1,477.839313,-0.404016608,0.096421979,2.13E-06,2.69E-05,FALSE
KCNAB2,182.6671087,-0.403002822,0.157345361,0.003684449,0.015088775,FALSE
ABLIM3,1215.997736,-0.402760393,0.079995818,1.60E-08,3.69E-07,FALSE
SLC35F1,87.51164062,-0.401814681,0.163296432,8.92E-05,0.000660662,FALSE
LMO7,1074.241359,-0.401274955,0.088496047,6.44E-10,2.13E-08,FALSE
ADAMTS4,87.01139763,-0.401184677,0.190312591,3.78E-07,5.86E-06,FALSE
PYROXD2,58.55620438,-0.400741195,0.240612194,0.044625446,0.106801126,FALSE
CCDC3,60.77152373,-0.400405201,0.260954428,0.020213812,0.058130287,FALSE
PRP4K,344.4594286,-0.400337121,0.175744331,0.012765042,0.040395211,FALSE
FBN2,423.0378375,-0.400279565,0.132376113,0.000103741,0.000754323,FALSE
IRX5,192.6307597,-0.399850517,0.151464055,3.64E-06,4.30E-05,FALSE
SPATA18,70.20531387,-0.399550862,0.207528268,1.14E-07,2.08E-06,FALSE
GCC2,237.943962,-0.399006161,0.185854301,0.021958368,0.061906803,FALSE
TRNP1,2216.855616,-0.397909345,0.080668093,1.37E-08,3.26E-07,FALSE
RBMS1,1133.560949,-0.397530259,0.086237198,1.23E-07,2.21E-06,FALSE
LOC107986379,32.35318335,-0.396768994,0.272791096,0.009658274,0.03257485,FALSE
CALD1,6137.967814,-0.396644539,0.131014916,0.000516388,0.002926722,FALSE
PDGFRB,1202.178675,-0.39652072,0.099496267,1.35E-05,0.000132082,FALSE
SQOR,1038.71098,-0.396520266,0.089396653,4.45E-11,1.88E-09,FALSE
SLCO5A1,19.98857256,-0.396442751,0.351320875,0.065172348,0.142187287,FALSE
SLC7A2,1134.210597,-0.396378189,0.109713502,4.81E-08,9.56E-07,FALSE
DNAJC7,55.99981626,-0.395047384,0.223562852,0.005414895,0.02068614,FALSE
STEAP3,290.2117127,-0.394327018,0.12945142,1.31E-05,0.000129082,FALSE
CEP290,58.60633046,-0.393688757,0.25830758,0.027200806,0.072876598,FALSE
IDS,703.7647026,-0.393615146,0.082760755,1.43E-08,3.37E-07,FALSE
CRCP,252.0935059,-0.392885543,0.133336055,0.00419545,0.016747691,FALSE
LACC1,174.2095501,-0.392325482,0.164522165,0.005738362,0.02158596,FALSE
NXN,386.191965,-0.391989402,0.10732846,2.00E-07,3.37E-06,FALSE
INTU,93.48815878,-0.387969845,0.190958808,0.012000284,0.038537229,FALSE
CEBPD,8049.820772,-0.387916703,0.128112159,9.57E-05,0.000701076,FALSE
RRAS2,624.7571873,-0.387269233,0.089886321,7.24E-08,1.38E-06,FALSE
ERC1,265.0810285,-0.386425972,0.141758821,0.001976362,0.009104929,FALSE
C1S,1610.385307,-0.38618451,0.093653554,2.27E-08,5.04E-07,FALSE
NME7,54.06954443,-0.384749709,0.187135939,0.009611611,0.032440926,FALSE
ICAM5,65.67743446,-0.384042846,0.245504408,0.018011755,0.053057047,FALSE
MEIS2,114.4536761,-0.383998456,0.144725105,0.003682901,0.015088775,FALSE
BAMBI,156.2427767,-0.383340702,0.148860973,1.82E-06,2.36E-05,FALSE
NIPBL,294.1081195,-0.382977357,0.115012386,0.000240991,0.001520085,FALSE
CITED2,2261.596148,-0.382891631,0.121736355,3.06E-05,0.000262916,FALSE
ARSL,46.16942069,-0.382811382,0.209184032,0.000645533,0.003522119,FALSE
LINC-PINT,179.670057,-0.382358076,0.138139409,0.009461185,0.03203753,FALSE
GALNT2,1576.634059,-0.382041545,0.072158723,1.37E-08,3.27E-07,FALSE
ZNF804A,58.75421382,-0.381370192,0.280156376,0.000104265,0.000757542,FALSE
RC3H1,223.4153378,-0.380770147,0.153283933,0.003303217,0.013880953,FALSE
ZNF426,124.437559,-0.380124291,0.154057467,0.000517956,0.002933825,FALSE
SEMA6C,70.51837941,-0.379965624,0.17281841,0.000608776,0.003354559,FALSE
ZNF791,185.015752,-0.379476847,0.147189095,0.013494681,0.042155879,FALSE
DCAF7,288.8644675,-0.379085445,0.104524871,8.44E-05,0.000629942,FALSE
ZBTB44,395.3729721,-0.379057835,0.109862173,1.85E-05,0.000171869,FALSE
FOXC1,495.5844388,-0.378885099,0.118105698,0.000125321,0.000886469,FALSE
IDUA,89.65784488,-0.377922835,0.178831938,0.011873266,0.038218666,FALSE
BBS2,272.7316915,-0.377736224,0.135969455,0.004216,0.016810465,FALSE
LOC112267937,81.36361256,-0.377637238,0.231168152,0.001596695,0.007595903,FALSE
LMOD1,1710.890813,-0.37720545,0.142805153,9.90E-06,0.000100894,FALSE
NCALD,162.725049,-0.376757036,0.16763564,0.010326991,0.034248312,FALSE
CXCL12,401.2077805,-0.375547782,0.118450623,1.28E-09,4.00E-08,FALSE
PEG10,326.6241257,-0.375185261,0.110956609,2.45E-12,1.37E-10,FALSE
TGS1,250.7173635,-0.374717255,0.138765981,0.00516349,0.019888605,FALSE
FMNL2,149.7651538,-0.37470998,0.131622447,0.001020359,0.005238814,FALSE
DCUN1D3,226.8379643,-0.374582039,0.131283988,0.000914759,0.004753136,FALSE
HAS3,101.7351435,-0.374254913,0.255903047,0.00079016,0.004190889,FALSE
LRP1,2029.89203,-0.37310223,0.062608263,1.05E-09,3.35E-08,FALSE
VMO1,23.48646498,-0.372718315,0.338015999,7.31E-05,0.000555105,FALSE
KAT6A,455.3378497,-0.372516073,0.101372539,2.16E-05,0.00019578,FALSE
STOX2,45.48435836,-0.37241561,0.228304675,0.045585183,0.10851344,FALSE
ARNT2,422.1112527,-0.371951237,0.12378509,0.00023682,0.001499857,FALSE
CSF1,600.3251038,-0.37161739,0.109826881,2.61E-05,0.000229553,FALSE
GMCL1,135.8603843,-0.371485691,0.144825435,0.000600548,0.003319023,FALSE
TNFRSF10D,348.0996353,-0.371176622,0.111143917,6.86E-05,0.000524868,FALSE
ARSK,122.1718514,-0.370446835,0.149882616,0.001149236,0.005801529,FALSE
PENK,57.46360596,-0.370118959,0.246264116,0.002708208,0.011828122,FALSE
SEMA5A,167.1873607,-0.368913472,0.14710838,0.000157165,0.001075711,FALSE
OXTR,164.1463443,-0.368703861,0.169644783,5.69E-06,6.31E-05,FALSE
FLNA,11488.1576,-0.368458137,0.064350453,2.06E-10,7.70E-09,FALSE
HDAC7,3233.969678,-0.368202736,0.063110612,1.81E-08,4.15E-07,FALSE
CXCL8,1221.06972,-0.367254282,0.165360178,1.03E-07,1.91E-06,FALSE
NFKBIA,2567.082666,-0.367192579,0.06659055,2.97E-08,6.31E-07,FALSE
CLASP1,396.589884,-0.3666993,0.102688055,1.55E-06,2.04E-05,FALSE
GREB1L,47.39168358,-0.366631129,0.260714794,0.00506917,0.019601892,FALSE
CHST2,443.074251,-0.366616727,0.10748787,4.16E-23,1.21E-20,FALSE
AASS,338.1401538,-0.366258062,0.123734836,0.000149991,0.001034961,FALSE
PTPN14,1957.323102,-0.365213519,0.076588368,1.81E-06,2.34E-05,FALSE
CCNYL1,274.4213189,-0.364891411,0.112532893,6.43E-05,0.00049466,FALSE
PHC2,845.4662404,-0.364567465,0.089621756,5.53E-05,0.000436992,FALSE
ATF7IP,526.9315938,-0.364397089,0.09257033,9.43E-06,9.74E-05,FALSE
SORBS2,239.9426418,-0.363955801,0.135888512,8.36E-08,1.58E-06,FALSE
HEATR1,37.91449694,-0.363157465,0.26187705,0.047328399,0.111920568,FALSE
MINDY2,373.1313289,-0.362955601,0.117552135,0.002792617,0.012128642,FALSE
LEPR,195.5026513,-0.362940833,0.149707876,0.000327696,0.001985115,FALSE
RAMP1,865.7571344,-0.362804015,0.082102062,4.47E-13,2.84E-11,FALSE
CCN1,17041.23652,-0.362631282,0.069564326,1.23E-09,3.87E-08,FALSE
EVA1C,275.6442278,-0.362567719,0.109142143,9.33E-06,9.64E-05,FALSE
TMED8,111.1311947,-0.362419735,0.166942742,0.010457085,0.034559589,FALSE
INSR,253.9785362,-0.362131771,0.108101489,0.000169448,0.001144663,FALSE
SOD2,5054.635894,-0.362074678,0.110106902,1.67E-19,2.74E-17,FALSE
CYBRD1,1546.180787,-0.361938553,0.074304888,2.63E-09,7.53E-08,FALSE
GALNT10,80.31050781,-0.361769533,0.203294473,0.033055993,0.084556994,FALSE
HTR1F,196.598939,-0.361763636,0.147937422,9.91E-05,0.000722004,FALSE
EXOC4,394.3238161,-0.361580823,0.100368566,1.01E-05,0.000103016,FALSE
SAT1,554.2474383,-0.360130338,0.103085378,0.000142974,0.000993638,FALSE
PTGS2,1012.635953,-0.360083724,0.141169646,3.18E-16,3.33E-14,FALSE
SMARCA2,110.9333516,-0.360054124,0.205061378,0.063526954,0.139445401,FALSE
KCNK6,678.649613,-0.359902078,0.124012669,0.005116485,0.019748319,FALSE
USP53,1229.923695,-0.358619081,0.203118602,0.000757336,0.004034947,FALSE
MERTK,49.39123668,-0.358357538,0.232614278,2.07E-05,0.000188749,FALSE
PTPRS,310.4680734,-0.358336617,0.104759819,6.52E-06,7.08E-05,FALSE
TNS2,244.7644345,-0.358183746,0.156279004,0.005130909,0.019779442,FALSE
MAN2B2,566.518225,-0.357531632,0.081769206,3.54E-06,4.20E-05,FALSE
DDAH1,942.3818149,-0.356648557,0.091063573,8.27E-05,0.000618945,FALSE
NFE2L2,481.4316663,-0.356295945,0.099839222,0.000108575,0.000788249,FALSE
NPTXR,69.53469839,-0.35605999,0.201367209,0.022980885,0.064073124,FALSE
SPRY1,36.77915698,-0.355081612,0.298984779,0.084659353,0.172517934,FALSE
CFAP251,108.7650158,-0.354903962,0.152400616,0.001090184,0.005568518,FALSE
ENDOD1,638.667524,-0.354788832,0.08518442,1.31E-06,1.73E-05,FALSE
YLPM1,291.3013614,-0.35472119,0.102105278,9.22E-05,0.000678895,FALSE
SEPTIN11,1072.039314,-0.354623382,0.066369759,3.15E-19,5.07E-17,FALSE
LRRC32,71.9259712,-0.354484187,0.194557904,0.007075595,0.025535098,FALSE
EXOC6B,180.2816999,-0.354308573,0.145168151,0.005285287,0.020282369,FALSE
TLE3,129.0806482,-0.353343762,0.159625805,0.008912075,0.030566411,FALSE
PSG11-AS1,138.9816296,-0.352928541,0.214774223,2.75E-12,1.52E-10,FALSE
TPR,268.5839926,-0.352710056,0.179393245,0.011330973,0.036909476,FALSE
CLEC11A,279.7016778,-0.351250122,0.100672354,4.94E-06,5.55E-05,FALSE
JPH2,278.7466021,-0.351160026,0.122345456,0.007351664,0.026297422,FALSE
BMP6,46.58390217,-0.351119685,0.257222612,0.008054406,0.028290494,FALSE
MAGI3,78.58084085,-0.350965714,0.210479271,0.002288518,0.010269162,FALSE
GLCCI1,79.16913609,-0.350676288,0.208692448,0.029053985,0.07663122,FALSE
SVIL,180.1178995,-0.350572986,0.198982671,0.011831918,0.038140969,FALSE
